adjective,category,created_at,id,modifier,name,price
,dongle,11/12/2013 9:47,2234,,dongle,30
glossy,device,2/20/2014 19:01,2812,,glossy device,60
glossy,instrument,10/18/2013 14:19,1671,,glossy instrument,52.8
digital,contraption,7/20/2013 12:01,2832,how-to-manual,digital contraption how-to-manual,0
fuzzy,contraption,11/16/2013 14:57,60,warmer,fuzzy contraption warmer,275
analog,mechanism,10/27/2013 9:02,3386,,analog mechanism,13.5
organic,device,4/21/2013 13:27,558,,organic device,75
,gadget,3/10/2013 9:24,3179,,gadget,89
matte,instrument,12/26/2013 8:05,610,warmer,matte instrument warmer,60.5
reflective,device,7/15/2013 8:55,1422,warmer,reflective device warmer,71.5
prize-winning,contraption,10/9/2013 4:28,2618,charger,prize-winning contraption charger,55
analog,contraption,6/20/2013 4:03,3769,,analog contraption,225
analog,gadget,4/8/2013 22:43,3132,cleaner,analog gadget cleaner,48.06
organic,contraption,6/5/2013 15:38,1461,refill,organic contraption refill,300
matte,tool,6/1/2013 12:08,3415,charger,matte tool charger,6.25
rechargable,device,2/24/2014 15:43,2003,storage_unit,rechargable device storage_unit,162.5
,instrument,6/13/2013 23:19,2098,,instrument,44
aerodynamic,tool,4/25/2013 5:51,2888,,aerodynamic tool,35
rechargable,widget,7/28/2013 1:08,3988,,rechargable widget,3.9
miniature,dongle,4/20/2013 14:36,2751,,miniature dongle,16.5
digital,apparatus,9/5/2013 8:44,2695,refill,digital apparatus refill,264
organic,dongle,6/10/2013 13:35,1891,,organic dongle,45
matte,device,12/23/2013 12:12,900,,matte device,62.5
digital,module,2/21/2014 6:36,2952,opener,digital module opener,55
industrial-strength,tool,10/14/2013 15:16,702,opener,industrial-strength tool opener,37.5
rechargable,device,11/27/2013 8:32,3913,wrapper,rechargable device wrapper,26
reflective,dongle,6/7/2013 18:07,30,opener,reflective dongle opener,19.5
glossy,apparatus,1/28/2014 9:08,1748,,glossy apparatus,360
digital,widget,10/3/2013 19:55,2630,,digital widget,3.3
industrial-strength,widget,3/24/2013 12:45,2142,how-to-manual,industrial-strength widget how-to-manual,0
prize-winning,device,4/12/2013 13:00,737,wrapper,prize-winning device wrapper,22
aerodynamic,gadget,3/30/2013 12:20,955,opener,aerodynamic gadget opener,62.3
digital,apparatus,1/28/2014 0:14,2173,warmer,digital apparatus warmer,363
aerodynamic,gadget,11/4/2013 0:28,1287,how-to-manual,aerodynamic gadget how-to-manual,0
industrial-strength,module,6/29/2013 10:17,2218,cleaner,industrial-strength module cleaner,180
digital,device,2/16/2014 23:30,94,,digital device,55
reflective,gadget,7/21/2013 18:55,2203,warmer,reflective gadget warmer,127.27
rechargable,widget,6/12/2013 0:41,2039,carrying_case,rechargable widget carrying_case,2.34
,apparatus,7/6/2013 1:23,494,carrying_case,apparatus carrying_case,180
,gadget,8/1/2013 15:23,223,how-to-manual,gadget how-to-manual,0
fuzzy,module,11/30/2013 17:22,508,,fuzzy module,100
digital,tool,7/2/2013 23:33,969,,digital tool,27.5
rechargable,module,3/3/2013 21:59,3363,cleaner,rechargable module cleaner,78
reflective,dongle,9/21/2013 12:10,882,storage_unit,reflective dongle storage_unit,97.5
prize-winning,mechanism,6/7/2013 9:43,128,storage_unit,prize-winning mechanism storage_unit,41.25
extra-strength,mechanism,11/25/2013 8:10,2603,cleaner,extra-strength mechanism cleaner,18
industrial-strength,mechanism,10/18/2013 2:07,2181,cleaner,industrial-strength mechanism cleaner,27
analog,contraption,6/3/2013 14:04,89,storage_unit,analog contraption storage_unit,562.5
organic,contraption,7/22/2013 4:42,2818,,organic contraption,375
rechargable,apparatus,7/29/2013 11:37,936,wrapper,rechargable apparatus wrapper,156
miniature,mechanism,1/23/2014 7:36,292,carrying_case,miniature mechanism carrying_case,4.95
reflective,gadget,12/9/2013 6:21,445,storage_unit,reflective gadget storage_unit,289.25
organic,gadget,5/12/2013 14:54,1346,,organic gadget,133.5
glossy,gadget,1/24/2014 17:11,322,how-to-manual,glossy gadget how-to-manual,0
prize-winning,contraption,1/27/2014 20:24,3377,,prize-winning contraption,275
prize-winning,gadget,3/10/2013 19:59,3614,charger,prize-winning gadget charger,19.58
digital,apparatus,9/7/2013 4:42,1503,cleaner,digital apparatus cleaner,198
analog,dongle,2/16/2014 15:20,3462,,analog dongle,27
analog,widget,11/23/2013 18:45,100,cleaner,analog widget cleaner,1.62
aerodynamic,tool,12/6/2013 19:09,1566,,aerodynamic tool,35
,module,3/16/2013 13:26,3695,cleaner,module cleaner,60
,dongle,9/1/2013 20:50,3710,,dongle,30
glossy,contraption,6/30/2013 14:04,2260,refill,glossy contraption refill,240
organic,device,7/15/2013 14:42,3041,storage_unit,organic device storage_unit,187.5
rechargable,widget,8/21/2013 21:17,2402,,rechargable widget,3.9
matte,gadget,12/22/2013 8:27,1737,storage_unit,matte gadget storage_unit,278.125
industrial-strength,mechanism,11/5/2013 20:17,1809,,industrial-strength mechanism,45
matte,device,11/24/2013 22:00,2230,opener,matte device opener,31.25
,instrument,4/12/2013 20:22,2907,refill,instrument refill,35.2
,gadget,12/25/2013 11:34,2079,storage_unit,gadget storage_unit,222.5
,gadget,11/19/2013 3:44,1063,charger,gadget charger,17.8
fuzzy,module,7/27/2013 22:26,798,cleaner,fuzzy module cleaner,60
extra-strength,tool,7/6/2013 19:36,1377,wrapper,extra-strength tool wrapper,20
miniature,module,10/7/2013 6:19,982,carrying_case,miniature module carrying_case,33
prize-winning,mechanism,2/3/2014 11:21,2794,,prize-winning mechanism,16.5
aerodynamic,dongle,12/23/2013 20:48,2395,,aerodynamic dongle,42
matte,apparatus,4/23/2013 8:59,3916,,matte apparatus,375
,module,2/11/2014 15:21,381,,module,100
organic,instrument,6/9/2013 1:09,1059,charger,organic instrument charger,13.2
miniature,apparatus,11/30/2013 8:46,3031,,miniature apparatus,165
analog,mechanism,8/15/2013 5:32,2002,,analog mechanism,13.5
digital,widget,4/18/2013 14:28,1321,wrapper,digital widget wrapper,1.32
fuzzy,module,2/23/2014 9:30,3671,charger,fuzzy module charger,20
rechargable,widget,2/18/2014 7:00,3142,refill,rechargable widget refill,3.12
reflective,mechanism,8/1/2013 3:04,1596,carrying_case,reflective mechanism carrying_case,11.7
matte,module,4/8/2013 15:03,2587,,matte module,125
aerodynamic,widget,12/25/2013 22:10,1961,cleaner,aerodynamic widget cleaner,2.52
matte,widget,2/9/2014 11:30,2679,,matte widget,3.75
rechargable,mechanism,12/28/2013 6:05,1990,wrapper,rechargable mechanism wrapper,7.8
reflective,contraption,7/5/2013 16:18,2740,how-to-manual,reflective contraption how-to-manual,0
reflective,apparatus,6/16/2013 10:01,2871,carrying_case,reflective apparatus carrying_case,234
miniature,apparatus,3/17/2013 9:36,550,refill,miniature apparatus refill,132
miniature,apparatus,4/4/2013 17:09,475,refill,miniature apparatus refill,132
reflective,instrument,11/4/2013 12:32,1425,opener,reflective instrument opener,28.6
miniature,dongle,1/9/2014 19:33,1182,,miniature dongle,16.5
organic,dongle,11/27/2013 6:29,1335,refill,organic dongle refill,36
extra-strength,widget,5/2/2013 21:48,2811,opener,extra-strength widget opener,3
glossy,mechanism,8/17/2013 22:16,3845,carrying_case,glossy mechanism carrying_case,10.8
reflective,contraption,5/2/2013 18:38,86,,reflective contraption,325
aerodynamic,apparatus,5/3/2013 6:45,3121,opener,aerodynamic apparatus opener,210
rechargable,dongle,5/15/2013 13:57,1045,opener,rechargable dongle opener,19.5
prize-winning,dongle,5/12/2013 13:44,283,carrying_case,prize-winning dongle carrying_case,19.8
digital,instrument,10/4/2013 7:11,679,warmer,digital instrument warmer,53.24
fuzzy,instrument,6/1/2013 3:38,3178,cleaner,fuzzy instrument cleaner,26.4
industrial-strength,module,11/21/2013 13:03,2397,storage_unit,industrial-strength module storage_unit,750
reflective,contraption,2/14/2014 8:12,3942,charger,reflective contraption charger,65
reflective,tool,8/31/2013 1:24,2690,how-to-manual,reflective tool how-to-manual,0
extra-strength,module,12/13/2013 12:21,1930,,extra-strength module,200
organic,contraption,10/24/2013 11:30,8,refill,organic contraption refill,300
reflective,dongle,6/2/2013 1:56,2535,cleaner,reflective dongle cleaner,23.4
industrial-strength,dongle,3/30/2013 18:28,1214,storage_unit,industrial-strength dongle storage_unit,225
reflective,module,2/15/2014 5:33,141,charger,reflective module charger,26
aerodynamic,dongle,8/14/2013 10:27,373,,aerodynamic dongle,42
glossy,mechanism,11/11/2013 13:42,3335,charger,glossy mechanism charger,3.6
miniature,gadget,5/21/2013 12:12,1577,,miniature gadget,48.95
glossy,dongle,6/6/2013 13:51,2911,cleaner,glossy dongle cleaner,21.6
industrial-strength,instrument,9/17/2013 13:01,3305,refill,industrial-strength instrument refill,105.6
rechargable,gadget,12/15/2013 6:34,1242,refill,rechargable gadget refill,92.56
matte,gadget,2/21/2014 18:27,1530,carrying_case,matte gadget carrying_case,66.75
industrial-strength,module,11/9/2013 18:13,2010,,industrial-strength module,300
,contraption,6/12/2013 11:55,3747,,contraption,250
reflective,widget,9/15/2013 11:44,2732,charger,reflective widget charger,0.78
extra-strength,module,8/23/2013 4:17,2491,storage_unit,extra-strength module storage_unit,500
glossy,device,1/15/2014 0:28,791,,glossy device,60
glossy,dongle,1/17/2014 8:34,1239,wrapper,glossy dongle wrapper,14.4
organic,dongle,4/10/2013 5:25,1090,carrying_case,organic dongle carrying_case,27
,module,2/26/2013 6:32,1743,wrapper,module wrapper,40
digital,widget,8/20/2013 15:42,334,cleaner,digital widget cleaner,1.98
extra-strength,module,6/3/2013 16:02,902,storage_unit,extra-strength module storage_unit,500
organic,dongle,11/15/2013 2:21,2030,cleaner,organic dongle cleaner,27
extra-strength,tool,11/5/2013 2:42,2423,how-to-manual,extra-strength tool how-to-manual,0
glossy,mechanism,9/18/2013 15:40,2760,,glossy mechanism,18
rechargable,gadget,9/12/2013 10:31,3596,carrying_case,rechargable gadget carrying_case,69.42
rechargable,mechanism,5/16/2013 10:29,3214,,rechargable mechanism,19.5
industrial-strength,instrument,10/8/2013 6:39,1340,,industrial-strength instrument,132
glossy,widget,2/20/2014 23:18,3780,refill,glossy widget refill,2.88
analog,gadget,1/14/2014 18:35,1667,how-to-manual,analog gadget how-to-manual,0
aerodynamic,widget,5/9/2013 19:11,1159,,aerodynamic widget,4.2
analog,mechanism,3/9/2013 15:12,2317,wrapper,analog mechanism wrapper,5.4
glossy,device,4/2/2013 2:51,2782,,glossy device,60
prize-winning,module,11/15/2013 14:11,592,,prize-winning module,110
industrial-strength,tool,8/26/2013 15:37,1683,carrying_case,industrial-strength tool carrying_case,45
,instrument,4/29/2013 9:00,1334,refill,instrument refill,35.2
rechargable,tool,9/28/2013 22:13,2353,,rechargable tool,32.5
industrial-strength,dongle,12/10/2013 12:12,371,opener,industrial-strength dongle opener,45
rechargable,contraption,10/14/2013 21:50,3152,refill,rechargable contraption refill,260
,tool,7/23/2013 3:02,3239,,tool,25
rechargable,instrument,7/28/2013 20:09,136,warmer,rechargable instrument warmer,62.92
reflective,dongle,11/14/2013 11:00,1448,wrapper,reflective dongle wrapper,15.6
organic,instrument,10/13/2013 23:23,3801,,organic instrument,66
fuzzy,mechanism,5/5/2013 6:46,2214,,fuzzy mechanism,15
,dongle,12/16/2013 9:03,471,,dongle,30
,device,12/23/2013 16:47,899,,device,50
,dongle,1/27/2014 8:56,1849,wrapper,dongle wrapper,12
,gadget,10/11/2013 23:10,2562,warmer,gadget warmer,97.9
analog,dongle,7/19/2013 22:16,1902,storage_unit,analog dongle storage_unit,67.5
digital,mechanism,8/27/2013 5:48,2959,wrapper,digital mechanism wrapper,6.6
matte,tool,10/15/2013 17:38,2547,warmer,matte tool warmer,34.375
organic,device,1/23/2014 7:50,2599,charger,organic device charger,15
,contraption,4/20/2013 23:16,16,opener,contraption opener,125
digital,dongle,2/19/2014 5:37,1706,opener,digital dongle opener,16.5
analog,dongle,2/24/2014 20:40,1236,opener,analog dongle opener,13.5
miniature,apparatus,6/27/2013 21:38,2880,cleaner,miniature apparatus cleaner,99
,module,12/8/2013 23:24,2274,carrying_case,module carrying_case,60
industrial-strength,module,1/25/2014 23:27,466,,industrial-strength module,300
,apparatus,12/20/2013 4:19,3642,cleaner,apparatus cleaner,180
fuzzy,device,7/6/2013 14:26,854,carrying_case,fuzzy device carrying_case,30
prize-winning,gadget,12/1/2013 5:09,1258,,prize-winning gadget,97.9
,apparatus,3/8/2013 7:28,219,,apparatus,300
organic,instrument,6/19/2013 5:20,2827,,organic instrument,66
aerodynamic,module,9/13/2013 11:23,3911,how-to-manual,aerodynamic module how-to-manual,0
glossy,contraption,7/5/2013 6:18,3757,,glossy contraption,300
organic,contraption,6/30/2013 18:27,851,how-to-manual,organic contraption how-to-manual,0
extra-strength,instrument,4/29/2013 5:56,2745,cleaner,extra-strength instrument cleaner,52.8
fuzzy,dongle,12/18/2013 22:18,1815,,fuzzy dongle,30
extra-strength,widget,7/12/2013 0:31,2105,charger,extra-strength widget charger,1.2
organic,tool,10/22/2013 0:03,2829,cleaner,organic tool cleaner,22.5
organic,widget,8/2/2013 17:22,1972,warmer,organic widget warmer,4.95
miniature,module,12/4/2013 2:32,3171,cleaner,miniature module cleaner,33
,contraption,12/2/2013 19:27,3248,refill,contraption refill,200
matte,mechanism,12/15/2013 1:47,3426,opener,matte mechanism opener,9.375
reflective,device,4/24/2013 9:05,3413,,reflective device,65
matte,dongle,7/13/2013 10:16,2135,refill,matte dongle refill,30
industrial-strength,apparatus,2/3/2014 16:12,3878,,industrial-strength apparatus,900
,contraption,2/8/2014 14:30,2704,,contraption,250
industrial-strength,mechanism,6/8/2013 15:18,3380,charger,industrial-strength mechanism charger,9
miniature,gadget,1/24/2014 12:04,111,charger,miniature gadget charger,9.79
matte,mechanism,2/17/2014 2:11,2115,,matte mechanism,18.75
miniature,widget,2/27/2013 8:19,3234,,miniature widget,1.65
prize-winning,apparatus,2/17/2014 13:31,2216,how-to-manual,prize-winning apparatus how-to-manual,0
analog,device,9/29/2013 15:20,214,how-to-manual,analog device how-to-manual,0
fuzzy,apparatus,5/12/2013 23:35,1349,warmer,fuzzy apparatus warmer,330
reflective,mechanism,11/4/2013 6:05,1908,opener,reflective mechanism opener,9.75
fuzzy,tool,1/27/2014 21:26,362,refill,fuzzy tool refill,20
fuzzy,dongle,4/16/2013 10:47,3978,,fuzzy dongle,30
digital,tool,12/27/2013 4:51,2554,,digital tool,27.5
fuzzy,module,11/28/2013 13:54,2644,charger,fuzzy module charger,20
rechargable,module,7/3/2013 3:08,80,cleaner,rechargable module cleaner,78
industrial-strength,apparatus,12/31/2013 10:17,3714,opener,industrial-strength apparatus opener,450
analog,tool,12/30/2013 5:46,2651,cleaner,analog tool cleaner,13.5
reflective,module,3/15/2013 3:00,719,wrapper,reflective module wrapper,52
rechargable,widget,9/22/2013 5:05,1269,wrapper,rechargable widget wrapper,1.56
organic,tool,2/4/2014 17:48,1519,charger,organic tool charger,7.5
prize-winning,tool,6/20/2013 23:13,423,,prize-winning tool,27.5
aerodynamic,device,10/29/2013 7:28,1826,charger,aerodynamic device charger,14
miniature,mechanism,11/10/2013 21:32,2487,,miniature mechanism,8.25
aerodynamic,mechanism,8/1/2013 23:19,243,,aerodynamic mechanism,21
,tool,12/31/2013 7:05,3893,how-to-manual,tool how-to-manual,0
fuzzy,device,3/14/2013 20:57,2464,,fuzzy device,50
,contraption,10/19/2013 23:50,1786,how-to-manual,contraption how-to-manual,0
fuzzy,tool,2/16/2014 23:35,2059,charger,fuzzy tool charger,5
organic,apparatus,1/22/2014 11:44,845,charger,organic apparatus charger,90
,apparatus,7/2/2013 7:45,2676,storage_unit,apparatus storage_unit,750
digital,device,6/18/2013 4:54,3098,,digital device,55
extra-strength,module,8/12/2013 5:40,1180,cleaner,extra-strength module cleaner,120
extra-strength,mechanism,9/2/2013 0:32,648,storage_unit,extra-strength mechanism storage_unit,75
digital,gadget,11/15/2013 23:11,2144,cleaner,digital gadget cleaner,58.74
digital,gadget,9/8/2013 6:44,1538,cleaner,digital gadget cleaner,58.74
analog,widget,3/1/2013 11:25,1757,,analog widget,2.7
,dongle,11/1/2013 2:03,3943,refill,dongle refill,24
organic,apparatus,10/3/2013 8:37,2295,,organic apparatus,450
reflective,tool,8/11/2013 10:04,3312,refill,reflective tool refill,26
digital,contraption,4/25/2013 3:11,1405,storage_unit,digital contraption storage_unit,687.5
glossy,module,9/14/2013 14:30,3463,warmer,glossy module warmer,132
glossy,gadget,10/11/2013 10:26,857,charger,glossy gadget charger,21.36
miniature,contraption,11/14/2013 23:11,244,,miniature contraption,137.5
rechargable,instrument,2/7/2014 6:57,2887,wrapper,rechargable instrument wrapper,22.88
matte,module,2/19/2014 20:52,1487,,matte module,125
miniature,instrument,3/14/2013 16:52,1713,storage_unit,miniature instrument storage_unit,60.5
fuzzy,contraption,5/31/2013 18:36,152,storage_unit,fuzzy contraption storage_unit,625
extra-strength,gadget,8/13/2013 12:12,3165,opener,extra-strength gadget opener,89
glossy,mechanism,3/29/2013 6:33,143,,glossy mechanism,18
prize-winning,gadget,9/24/2013 19:14,3871,,prize-winning gadget,97.9
industrial-strength,apparatus,3/30/2013 1:18,2354,storage_unit,industrial-strength apparatus storage_unit,2250
reflective,module,12/19/2013 6:38,391,,reflective module,130
organic,module,8/6/2013 10:21,2222,warmer,organic module warmer,165
extra-strength,dongle,5/26/2013 1:37,2715,,extra-strength dongle,60
rechargable,tool,8/1/2013 16:05,79,refill,rechargable tool refill,26
industrial-strength,mechanism,10/27/2013 17:13,1687,,industrial-strength mechanism,45
rechargable,module,9/20/2013 7:15,3444,,rechargable module,130
rechargable,widget,10/24/2013 15:25,2205,charger,rechargable widget charger,0.78
analog,apparatus,8/1/2013 9:01,3983,,analog apparatus,270
reflective,apparatus,1/12/2014 18:07,2658,charger,reflective apparatus charger,78
digital,dongle,3/17/2013 4:16,1388,storage_unit,digital dongle storage_unit,82.5
,mechanism,1/6/2014 4:36,3495,,mechanism,15
,widget,1/1/2014 12:34,375,cleaner,widget cleaner,1.8
prize-winning,apparatus,4/27/2013 18:29,731,,prize-winning apparatus,330
matte,tool,2/8/2014 11:09,1840,cleaner,matte tool cleaner,18.75
analog,widget,5/1/2013 14:20,1189,storage_unit,analog widget storage_unit,6.75
fuzzy,tool,4/19/2013 7:37,455,opener,fuzzy tool opener,12.5
aerodynamic,mechanism,6/18/2013 18:32,2741,how-to-manual,aerodynamic mechanism how-to-manual,0
miniature,apparatus,12/24/2013 22:49,1514,cleaner,miniature apparatus cleaner,99
analog,apparatus,2/24/2014 19:01,2465,,analog apparatus,270
,instrument,6/19/2013 17:04,2485,opener,instrument opener,22
reflective,tool,7/20/2013 12:23,2303,storage_unit,reflective tool storage_unit,81.25
matte,device,6/24/2013 18:57,2201,charger,matte device charger,12.5
,widget,6/15/2013 15:25,3529,,widget,3
reflective,gadget,2/25/2013 14:37,218,,reflective gadget,115.7
miniature,tool,10/12/2013 19:39,3355,how-to-manual,miniature tool how-to-manual,0
fuzzy,widget,7/19/2013 23:38,3548,refill,fuzzy widget refill,2.4
organic,tool,5/13/2013 19:28,1988,how-to-manual,organic tool how-to-manual,0
digital,apparatus,7/21/2013 14:15,3160,,digital apparatus,330
fuzzy,gadget,5/3/2013 8:13,3063,wrapper,fuzzy gadget wrapper,35.6
aerodynamic,dongle,7/26/2013 5:58,465,wrapper,aerodynamic dongle wrapper,16.8
analog,apparatus,8/19/2013 14:47,2516,storage_unit,analog apparatus storage_unit,675
,dongle,7/4/2013 10:39,852,wrapper,dongle wrapper,12
glossy,module,11/16/2013 23:03,3733,storage_unit,glossy module storage_unit,300
analog,widget,5/12/2013 18:59,2669,how-to-manual,analog widget how-to-manual,0
organic,widget,11/30/2013 4:53,1284,,organic widget,4.5
organic,module,3/7/2013 1:04,3409,wrapper,organic module wrapper,60
miniature,gadget,3/13/2013 7:18,2642,refill,miniature gadget refill,39.16
industrial-strength,apparatus,12/1/2013 23:29,3244,wrapper,industrial-strength apparatus wrapper,360
matte,dongle,12/6/2013 7:09,1379,,matte dongle,37.5
fuzzy,widget,1/9/2014 11:42,2997,wrapper,fuzzy widget wrapper,1.2
fuzzy,tool,8/13/2013 4:57,1441,wrapper,fuzzy tool wrapper,10
glossy,instrument,2/2/2014 6:15,361,warmer,glossy instrument warmer,58.08
matte,tool,8/4/2013 4:21,1151,,matte tool,31.25
prize-winning,module,6/22/2013 3:12,489,cleaner,prize-winning module cleaner,66
reflective,contraption,7/16/2013 7:45,1073,how-to-manual,reflective contraption how-to-manual,0
industrial-strength,instrument,4/28/2013 2:32,580,cleaner,industrial-strength instrument cleaner,79.2
,apparatus,4/27/2013 2:20,427,storage_unit,apparatus storage_unit,750
extra-strength,widget,5/14/2013 22:10,2459,carrying_case,extra-strength widget carrying_case,3.6
prize-winning,module,5/18/2013 11:18,806,how-to-manual,prize-winning module how-to-manual,0
rechargable,gadget,10/4/2013 17:54,358,,rechargable gadget,115.7
miniature,module,9/29/2013 0:46,1107,storage_unit,miniature module storage_unit,137.5
glossy,instrument,7/21/2013 5:54,1328,how-to-manual,glossy instrument how-to-manual,0
industrial-strength,apparatus,8/10/2013 7:00,3162,opener,industrial-strength apparatus opener,450
extra-strength,apparatus,8/24/2013 17:31,3278,carrying_case,extra-strength apparatus carrying_case,360
reflective,tool,7/17/2013 9:55,32,,reflective tool,32.5
organic,dongle,12/17/2013 14:05,2451,,organic dongle,45
aerodynamic,gadget,9/24/2013 19:54,3416,opener,aerodynamic gadget opener,62.3
rechargable,module,9/9/2013 4:07,3576,storage_unit,rechargable module storage_unit,325
extra-strength,widget,8/25/2013 21:12,1289,,extra-strength widget,6
fuzzy,module,12/14/2013 10:46,1234,wrapper,fuzzy module wrapper,40
miniature,apparatus,11/13/2013 12:21,1759,refill,miniature apparatus refill,132
industrial-strength,device,12/15/2013 0:53,3333,,industrial-strength device,150
matte,tool,3/8/2013 14:46,1926,carrying_case,matte tool carrying_case,18.75
,contraption,4/5/2013 5:00,2,opener,contraption opener,125
,apparatus,10/24/2013 8:43,3907,,apparatus,300
miniature,apparatus,1/29/2014 19:28,2434,storage_unit,miniature apparatus storage_unit,412.5
analog,dongle,9/11/2013 13:06,3514,carrying_case,analog dongle carrying_case,16.2
extra-strength,gadget,12/17/2013 12:45,1982,wrapper,extra-strength gadget wrapper,71.2
analog,gadget,2/16/2014 7:15,126,wrapper,analog gadget wrapper,32.04
reflective,device,7/4/2013 4:56,607,storage_unit,reflective device storage_unit,162.5
organic,mechanism,7/12/2013 14:34,3490,refill,organic mechanism refill,18
,apparatus,6/12/2013 5:49,1347,,apparatus,300
aerodynamic,tool,3/5/2013 1:09,2683,warmer,aerodynamic tool warmer,38.5
prize-winning,tool,3/26/2013 7:32,534,warmer,prize-winning tool warmer,30.25
,tool,11/17/2013 5:21,3945,,tool,25
prize-winning,apparatus,4/25/2013 14:48,1656,warmer,prize-winning apparatus warmer,363
prize-winning,gadget,1/7/2014 4:14,2322,wrapper,prize-winning gadget wrapper,39.16
analog,module,1/3/2014 5:36,1466,opener,analog module opener,45
aerodynamic,mechanism,7/31/2013 14:32,7,warmer,aerodynamic mechanism warmer,23.1
glossy,device,11/12/2013 22:36,3013,how-to-manual,glossy device how-to-manual,0
industrial-strength,apparatus,2/5/2014 12:18,3658,,industrial-strength apparatus,900
fuzzy,gadget,4/7/2013 10:50,2606,charger,fuzzy gadget charger,17.8
glossy,gadget,9/5/2013 15:15,973,opener,glossy gadget opener,53.4
fuzzy,tool,1/20/2014 9:11,1654,how-to-manual,fuzzy tool how-to-manual,0
matte,module,10/10/2013 6:46,3464,refill,matte module refill,100
organic,tool,4/1/2013 19:52,2000,warmer,organic tool warmer,41.25
fuzzy,instrument,3/21/2013 5:16,3965,,fuzzy instrument,44
reflective,device,12/9/2013 23:13,1350,,reflective device,65
fuzzy,module,1/27/2014 0:37,565,cleaner,fuzzy module cleaner,60
organic,dongle,12/5/2013 14:39,2652,,organic dongle,45
matte,instrument,7/1/2013 18:08,264,carrying_case,matte instrument carrying_case,33
analog,widget,2/28/2013 15:31,106,carrying_case,analog widget carrying_case,1.62
prize-winning,gadget,11/15/2013 17:41,1099,,prize-winning gadget,97.9
organic,device,2/2/2014 15:52,650,opener,organic device opener,37.5
,contraption,5/28/2013 3:13,153,how-to-manual,contraption how-to-manual,0
analog,widget,3/5/2013 17:22,974,,analog widget,2.7
industrial-strength,device,9/10/2013 11:24,236,cleaner,industrial-strength device cleaner,90
industrial-strength,contraption,6/3/2013 16:53,1733,refill,industrial-strength contraption refill,600
reflective,device,5/22/2013 19:20,9,how-to-manual,reflective device how-to-manual,0
fuzzy,widget,12/27/2013 3:26,3863,cleaner,fuzzy widget cleaner,1.8
glossy,widget,7/20/2013 22:43,2285,,glossy widget,3.6
glossy,module,12/21/2013 15:28,3940,carrying_case,glossy module carrying_case,72
industrial-strength,gadget,9/9/2013 21:14,181,storage_unit,industrial-strength gadget storage_unit,667.5
extra-strength,module,9/10/2013 11:33,2688,storage_unit,extra-strength module storage_unit,500
glossy,gadget,6/23/2013 9:43,2307,storage_unit,glossy gadget storage_unit,267
aerodynamic,instrument,5/13/2013 18:34,2500,,aerodynamic instrument,61.6
,dongle,4/11/2013 5:26,3511,how-to-manual,dongle how-to-manual,0
extra-strength,device,5/29/2013 16:13,755,wrapper,extra-strength device wrapper,40
matte,apparatus,12/6/2013 10:43,3689,how-to-manual,matte apparatus how-to-manual,0
reflective,contraption,10/26/2013 4:03,2016,how-to-manual,reflective contraption how-to-manual,0
glossy,module,12/21/2013 20:07,2848,charger,glossy module charger,24
prize-winning,apparatus,4/10/2013 19:33,355,refill,prize-winning apparatus refill,264
miniature,device,3/4/2013 1:11,931,cleaner,miniature device cleaner,16.5
rechargable,module,9/1/2013 12:29,3515,how-to-manual,rechargable module how-to-manual,0
,apparatus,2/10/2014 13:17,1493,charger,apparatus charger,60
extra-strength,mechanism,11/9/2013 6:23,3313,opener,extra-strength mechanism opener,15
,tool,11/4/2013 12:15,4,storage_unit,tool storage_unit,62.5
analog,contraption,10/23/2013 22:10,3832,,analog contraption,225
organic,mechanism,7/16/2013 16:49,3890,storage_unit,organic mechanism storage_unit,56.25
aerodynamic,apparatus,6/1/2013 18:34,2867,,aerodynamic apparatus,420
prize-winning,mechanism,9/26/2013 2:37,428,storage_unit,prize-winning mechanism storage_unit,41.25
fuzzy,tool,3/5/2013 18:04,1036,,fuzzy tool,25
reflective,dongle,8/25/2013 2:47,1703,,reflective dongle,39
glossy,tool,10/11/2013 13:25,1443,cleaner,glossy tool cleaner,18
reflective,apparatus,7/15/2013 15:05,52,opener,reflective apparatus opener,195
matte,apparatus,6/5/2013 23:01,1781,opener,matte apparatus opener,187.5
prize-winning,widget,10/25/2013 19:48,377,opener,prize-winning widget opener,1.65
industrial-strength,gadget,9/30/2013 13:02,437,cleaner,industrial-strength gadget cleaner,160.2
extra-strength,apparatus,9/7/2013 19:00,1540,wrapper,extra-strength apparatus wrapper,240
organic,instrument,7/18/2013 9:18,98,,organic instrument,66
prize-winning,device,2/25/2013 6:32,2484,charger,prize-winning device charger,11
,mechanism,5/19/2013 17:25,71,charger,mechanism charger,3
rechargable,widget,2/20/2014 19:12,3097,,rechargable widget,3.9
industrial-strength,contraption,6/15/2013 17:29,318,how-to-manual,industrial-strength contraption how-to-manual,0
fuzzy,mechanism,4/6/2013 19:47,2457,storage_unit,fuzzy mechanism storage_unit,37.5
extra-strength,contraption,1/11/2014 12:07,395,,extra-strength contraption,500
prize-winning,module,10/30/2013 13:35,1970,how-to-manual,prize-winning module how-to-manual,0
aerodynamic,device,12/13/2013 16:14,17,wrapper,aerodynamic device wrapper,28
fuzzy,device,9/21/2013 22:17,1862,,fuzzy device,50
,device,10/22/2013 13:54,1899,opener,device opener,25
